timestep;elec;dhw;occ;gains;EV_carprofile;EV_carcharging_ondemand;ice_carprofile;ICE_fuel_car_0;Car_availability_car_0;ICE_fuel_car_1;Car_availability_car_1;ICE_fuel_car_2;Car_availability_car_2;ICE_fuel_car_3;Car_availability_car_3;ICE_fuel_car_4;Car_availability_car_4;ICE_fuel_car_5;Car_availability_car_5;ICE_fuel_car_6;Car_availability_car_6;ICE_fuel_car_7;Car_availability_car_7;ICE_fuel_car_8;Car_availability_car_8;ICE_fuel_car_9;Car_availability_car_9;ICE_fuel_car_10;Car_availability_car_10;ICE_fuel_car_11;Car_availability_car_11;heating;cooling
2.500;468.146;0.000;21.000;1778.976;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;22679.661;0.000
2.750;468.146;0.000;21.000;1778.976;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23031.738;0.000
3.000;399.426;3463.722;21.000;1733.621;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23379.285;0.000
3.250;399.426;0.000;21.000;1733.621;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23765.387;0.000
3.500;331.496;2016.851;21.000;1694.601;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;24169.470;0.000
3.750;561.722;0.000;21.000;1847.421;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;24414.896;0.000
4.000;314.176;0.000;21.000;1680.745;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;24894.825;0.000
4.250;469.944;0.000;21.000;1780.163;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;25166.701;0.000
4.500;484.202;0.000;21.000;1789.573;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;25502.396;0.000
4.750;442.371;0.000;21.000;1761.965;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;25857.401;0.000
5.000;442.371;0.000;21.000;1761.965;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;26184.098;0.000
5.250;577.599;1819.550;21.000;1851.215;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;26445.635;0.000
5.500;399.426;2126.462;21.000;1733.621;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;26861.508;0.000
5.750;484.202;1578.405;21.000;1789.573;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;27138.894;0.000
6.000;455.593;0.000;21.000;1777.591;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;27466.764;0.000
6.250;677.453;0.000;21.000;1927.188;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;27630.672;0.000
6.500;2071.964;0.000;21.000;2869.572;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;27179.526;0.000
6.750;5980.411;0.000;21.000;5466.746;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;25456.274;0.000
7.000;6864.789;13657.586;21.000;6077.253;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;25241.390;0.000
7.250;8922.922;9689.652;21.000;7447.347;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;24365.271;0.000
7.500;5921.948;19642.371;21.000;5457.153;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;26042.735;0.000
7.750;1626.278;8637.382;21.000;2597.430;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;28343.016;0.000
8.000;696.620;15148.302;6.000;928.350;0.000;0.000;0.362;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.000;True;0.000;True;0.004;False;0.231;False;29739.596;0.000
8.250;643.619;8703.149;4.000;752.364;0.000;0.000;0.362;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.000;True;0.000;True;0.004;False;0.231;False;30024.746;0.000
8.500;2524.096;19313.536;4.000;1988.904;0.000;0.000;0.362;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.000;True;0.000;True;0.004;False;0.231;False;29246.752;0.000
8.750;2641.960;5151.738;3.000;1981.956;0.000;0.000;0.362;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.000;True;0.000;True;0.004;False;0.231;False;29419.583;0.000
9.000;4319.631;4077.546;3.000;3086.734;0.000;0.000;0.362;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.000;True;0.000;True;0.004;False;0.231;False;28715.647;0.000
9.250;2134.596;0.000;3.000;1633.652;0.000;0.000;0.362;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.000;True;0.000;True;0.004;False;0.231;False;29612.749;0.000
9.500;494.221;3222.576;4.000;633.240;0.000;0.000;0.362;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.000;True;0.000;True;0.004;False;0.231;False;30097.726;0.000
9.750;3475.173;3069.120;5.000;2675.932;0.000;0.000;0.362;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.000;True;0.000;True;0.004;False;0.231;False;28225.237;0.000
10.000;769.556;5195.582;6.000;976.581;0.000;0.000;0.362;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.000;True;0.000;True;0.004;False;0.231;False;29306.826;0.000
10.250;5656.572;1403.026;5.000;4126.728;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;26870.789;0.000
10.500;2569.553;0.000;5.000;2075.604;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;27694.580;0.000
10.750;3731.101;0.000;5.000;2827.641;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;26440.460;0.000
11.000;2664.604;1709.939;6.000;2189.224;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;26271.602;0.000
11.250;3201.548;0.000;5.000;2472.312;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;25656.446;0.000
11.500;2965.506;2323.763;5.000;2307.234;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;25368.923;0.000
11.750;3036.063;1183.804;4.000;2283.802;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;24951.109;0.000
12.000;5221.291;6160.163;4.000;3731.865;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;23396.388;0.000
12.250;2368.364;2345.685;4.000;1859.554;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;23745.038;0.000
12.500;1312.400;0.000;4.000;1162.617;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;24341.337;0.000
12.750;3810.998;1841.472;5.000;2881.692;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;23006.453;0.000
13.000;5403.235;3595.255;5.000;3934.439;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;21887.399;0.000
13.250;2255.525;1271.493;5.000;1849.266;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;23281.364;0.000
13.500;2310.019;0.000;5.000;1874.612;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;23242.651;0.000
13.750;2533.605;3485.644;5.000;2022.179;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;23049.162;0.000
14.000;856.245;0.000;5.000;920.935;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;23864.094;0.000
14.250;885.559;0.000;5.000;940.282;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;22912.042;0.000
14.500;4219.557;0.000;5.000;3146.534;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;21458.960;0.000
14.750;4592.716;0.000;3.000;3264.446;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;21851.628;0.000
15.000;2511.466;6488.997;2.000;1809.041;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;23225.761;0.000
15.250;2240.643;9295.050;5.000;1848.793;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;23253.261;0.000
15.500;822.017;0.000;5.000;911.753;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;24070.130;0.000
15.750;957.368;7628.956;6.000;1082.112;0.000;0.000;0.436;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.004;False;0.231;False;24054.827;0.000
16.000;2407.842;2214.151;7.000;2118.176;0.000;0.000;0.431;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;23409.299;0.000
16.250;3143.875;6072.474;8.000;2694.422;0.000;0.000;0.431;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;23016.962;0.000
16.500;3338.064;1819.550;9.000;2928.791;0.000;0.000;0.431;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;22943.198;0.000
16.750;3360.187;8198.936;11.000;3112.416;0.000;0.000;0.431;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;22926.019;0.000
17.000;4715.552;0.000;12.000;4055.829;0.000;0.000;0.431;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;22306.187;0.000
17.250;2307.273;0.000;12.000;2474.784;0.000;0.000;0.431;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;23502.195;0.000
17.500;1326.525;0.000;12.000;1814.824;0.000;0.000;0.431;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;23976.902;0.000
17.750;1462.435;1731.861;11.000;1855.493;0.000;0.000;0.431;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;23939.914;0.000
18.000;3571.130;0.000;12.000;3334.975;0.000;0.000;0.431;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;22815.198;0.000
18.250;3696.413;0.000;10.000;3283.247;0.000;0.000;0.431;0.010;False;0.005;False;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;22841.937;0.000
18.500;4525.577;0.000;9.000;3742.732;0.000;0.000;0.427;0.010;False;0.000;True;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;22451.345;0.000
18.750;3966.845;1622.249;9.000;3353.524;0.000;0.000;0.427;0.010;False;0.000;True;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;22709.889;0.000
19.000;1313.842;0.000;8.000;1502.579;0.000;0.000;0.427;0.010;False;0.000;True;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;24074.582;0.000
19.250;5515.249;0.000;8.000;4280.443;0.000;0.000;0.417;0.000;True;0.000;True;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;21913.556;0.000
19.500;4483.978;0.000;7.000;3560.397;0.000;0.000;0.417;0.000;True;0.000;True;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;22469.542;0.000
19.750;3716.128;0.000;7.000;3034.523;0.000;0.000;0.417;0.000;True;0.000;True;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;22831.549;0.000
20.000;3054.163;5020.204;8.000;2677.370;0.000;0.000;0.417;0.000;True;0.000;True;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;23074.728;0.000
20.250;1339.674;1381.104;7.000;1470.540;0.000;0.000;0.417;0.000;True;0.000;True;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;23992.331;0.000
20.500;3130.921;1578.405;8.000;2724.527;0.000;0.000;0.417;0.000;True;0.000;True;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;23031.816;0.000
20.750;2897.850;1161.881;8.000;2554.574;0.000;0.000;0.417;0.000;True;0.000;True;0.000;True;0.010;False;0.007;False;0.077;False;0.019;False;0.000;True;0.073;False;0.000;True;0.000;True;0.231;False;23187.461;0.000
21.000;3224.383;1666.094;21.000;3680.570;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;22334.669;0.000
21.250;4625.612;8834.682;21.000;4591.881;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;21621.478;0.000
21.500;3608.462;3288.343;21.000;3935.017;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;22090.887;0.000
21.750;7535.276;1929.161;21.000;6530.345;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;20054.176;0.000
22.000;8995.820;3091.043;21.000;7498.733;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;19281.628;0.000
22.250;11281.652;4055.623;21.000;8988.983;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;18127.246;0.000
22.500;7805.866;898.814;21.000;6683.211;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;19876.891;0.000
22.750;2005.939;6357.464;21.000;2855.744;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;22765.677;0.000
23.000;1096.448;0.000;21.000;2235.383;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23229.208;0.000
23.250;2975.123;0.000;21.000;3484.900;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;22290.367;0.000
23.500;1675.107;1294.361;21.000;2624.499;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;22978.768;0.000
23.750;2195.635;0.000;21.000;2975.567;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;22716.294;0.000
24.000;335.487;0.000;21.000;1697.794;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23713.136;0.000
24.250;365.506;0.000;21.000;1721.808;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23674.924;0.000
24.500;405.427;0.000;21.000;1753.745;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23644.189;0.000
24.750;546.248;0.000;21.000;1831.194;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23572.098;0.000
25.000;427.480;0.000;21.000;1752.137;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23613.591;0.000
25.250;289.973;0.000;21.000;1661.382;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23675.027;0.000
25.500;289.973;0.000;21.000;1661.382;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23666.105;0.000
25.750;403.951;0.000;21.000;1736.607;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23599.375;0.000
26.000;541.457;0.000;21.000;1827.362;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23519.504;0.000
26.250;289.973;2151.526;21.000;1661.382;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23624.603;0.000
26.500;551.956;0.000;21.000;1834.291;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23465.312;0.000
26.750;289.973;0.000;21.000;1661.382;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23570.878;0.000
27.000;403.951;2327.161;21.000;1736.607;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23480.483;0.000
27.250;289.973;0.000;21.000;1661.382;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23496.505;0.000
27.500;289.973;0.000;21.000;1661.382;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23449.320;0.000
27.750;608.645;0.000;21.000;1871.706;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23238.589;0.000
28.000;406.376;0.000;21.000;1738.208;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23288.027;0.000
28.250;403.951;0.000;21.000;1736.607;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23220.248;0.000
28.500;408.802;0.000;21.000;1739.809;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23145.957;0.000
28.750;365.507;0.000;21.000;1711.235;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;23091.364;0.000
