timestep;elec;dhw;occ;gains;EV_carprofile;EV_carcharging_ondemand;ice_carprofile;ICE_fuel_car_0;Car_availability_car_0;ICE_fuel_car_1;Car_availability_car_1;ICE_fuel_car_2;Car_availability_car_2;ICE_fuel_car_3;Car_availability_car_3;ICE_fuel_car_4;Car_availability_car_4;ICE_fuel_car_5;Car_availability_car_5;ICE_fuel_car_6;Car_availability_car_6;ICE_fuel_car_7;Car_availability_car_7;ICE_fuel_car_8;Car_availability_car_8;ICE_fuel_car_9;Car_availability_car_9;ICE_fuel_car_10;Car_availability_car_10;ICE_fuel_car_11;Car_availability_car_11;ICE_fuel_car_12;Car_availability_car_12;heating;cooling
0.000;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;14158.465;0.000
0.250;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;12641.045;0.000
0.500;426.006;0.000;15.000;1331.164;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;12282.517;0.000
0.750;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;12025.647;0.000
1.000;487.416;1797.628;15.000;1371.695;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11659.619;0.000
1.250;390.791;0.000;15.000;1307.922;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11449.586;0.000
1.500;522.458;0.000;15.000;1394.822;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11130.354;0.000
1.750;713.425;3354.110;15.000;1520.860;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10791.920;0.000
2.000;532.174;0.000;15.000;1401.235;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10657.039;0.000
2.250;426.006;0.000;15.000;1331.164;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10518.465;0.000
2.500;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10379.852;0.000
2.750;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10206.888;0.000
3.000;390.791;0.000;15.000;1307.922;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10017.356;0.000
3.250;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9954.619;0.000
3.500;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9874.882;0.000
3.750;616.974;0.000;15.000;1457.203;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9660.521;0.000
4.000;616.974;0.000;15.000;1457.203;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9598.928;0.000
4.250;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9692.466;0.000
4.500;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9649.395;0.000
4.750;522.458;0.000;15.000;1394.822;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9521.387;0.000
5.000;522.458;0.000;15.000;1394.822;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9495.141;0.000
5.250;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9574.057;0.000
5.500;532.174;0.000;15.000;1401.235;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9464.790;0.000
5.750;450.312;0.000;15.000;1347.206;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9505.782;0.000
6.000;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9564.930;0.000
6.250;522.458;2477.219;15.000;1394.822;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9456.210;0.000
6.500;585.507;1622.249;15.000;1445.261;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9407.961;0.000
6.750;590.707;1666.094;15.000;1452.633;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9396.643;0.000
7.000;584.223;15192.146;15.000;1454.388;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9393.237;0.000
7.250;2446.919;4779.059;15.000;2682.707;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8401.398;0.000
7.500;885.086;11311.901;15.000;1669.534;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9188.148;0.000
7.750;6201.714;4384.458;15.000;5211.148;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;6357.884;0.000
8.000;3795.079;4252.924;5.000;2938.580;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;8150.160;0.000
8.250;860.824;2915.664;4.000;879.259;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;9728.346;0.000
8.500;2635.000;10369.243;5.000;2120.861;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;8724.601;0.000
8.750;2791.874;6423.231;4.000;2157.971;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;8705.463;0.000
9.000;2245.499;0.000;2.000;1648.909;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;9104.369;0.000
9.250;879.374;0.000;2.000;751.256;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;9581.094;0.000
9.500;833.067;1907.239;2.000;714.210;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;9367.584;0.000
9.750;1316.012;0.000;1.000;950.985;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;8930.337;0.000
10.000;3342.101;1731.861;3.000;2426.618;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7572.429;0.000
10.250;2185.693;3924.090;2.000;1621.042;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;8228.773;0.000
10.500;1872.105;0.000;2.000;1384.950;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7951.545;0.000
10.750;1795.950;0.000;0.000;1187.719;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7768.726;0.000
11.000;1311.511;0.000;0.000;865.597;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7707.412;0.000
11.250;460.003;0.000;1.000;373.602;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7971.439;0.000
11.500;1366.009;0.000;1.000;974.437;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7364.866;0.000
11.750;1415.594;0.000;2.000;1077.162;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7155.925;0.000
12.000;514.760;0.000;1.000;409.741;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7545.833;0.000
12.250;514.760;0.000;1.000;409.741;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;6957.420;0.000
12.500;598.333;2104.540;2.000;534.900;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7060.722;0.000
12.750;564.345;0.000;2.000;512.467;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7200.009;0.000
13.000;2462.069;4099.468;2.000;1764.966;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;6116.530;0.000
13.250;2194.350;1074.192;3.000;1658.271;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;6198.863;0.000
13.500;724.256;3902.167;3.000;688.009;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7078.059;0.000
13.750;1762.327;0.000;3.000;1373.136;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;6580.424;0.000
14.000;1677.527;2257.996;2.000;1247.168;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;6769.516;0.000
14.250;1868.494;0.000;2.000;1373.206;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;6138.272;0.000
14.500;2730.065;0.000;2.000;1947.179;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;5923.345;0.000
14.750;2473.518;0.000;2.000;1792.819;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;6440.022;0.000
15.000;587.008;7015.132;2.000;552.217;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7676.902;0.000
15.250;853.918;1929.161;3.000;806.524;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7594.513;0.000
15.500;1831.987;4976.360;5.000;1590.376;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7115.044;0.000
15.750;3397.126;7475.500;6.000;2706.822;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;6377.028;0.000
16.000;1679.110;7541.267;6.000;1572.403;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7416.022;0.000
16.250;2293.599;4165.235;6.000;2010.833;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7121.505;0.000
16.500;1138.081;2060.695;6.000;1231.837;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7845.643;0.000
16.750;3905.706;0.000;7.000;3135.151;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;6451.384;0.000
17.000;2076.301;0.000;8.000;1994.400;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7459.708;0.000
17.250;2286.633;0.000;9.000;2218.587;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;7280.635;0.000
17.500;5755.816;0.000;9.000;4510.759;0.000;0.000;0.439;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.259;False;5483.178;0.000
17.750;1132.178;0.000;8.000;1385.208;0.000;0.000;0.180;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7972.826;0.000
18.000;1116.002;0.000;9.000;1443.605;0.000;0.000;0.180;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7908.259;0.000
18.250;2052.274;0.000;10.000;2126.780;0.000;0.000;0.180;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7374.097;0.000
18.500;4061.305;0.000;11.000;3547.671;0.000;0.000;0.180;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;6256.748;0.000
18.750;1530.449;0.000;11.000;1877.924;0.000;0.000;0.180;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7577.549;0.000
19.000;5669.501;0.000;11.000;4631.120;0.000;0.000;0.180;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;5378.378;0.000
19.250;4988.359;0.000;10.000;4126.046;0.000;0.000;0.180;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;5795.207;0.000
19.500;7250.231;0.000;11.000;5665.937;0.000;0.000;0.180;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;4558.577;0.000
19.750;7441.799;0.000;10.000;5728.359;0.000;0.000;0.180;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;4501.671;0.000
20.000;6434.649;986.503;10.000;5078.347;0.000;0.000;0.180;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;4989.678;0.000
20.250;8775.387;1797.628;11.000;6685.393;0.000;0.000;0.180;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;3703.178;0.000
20.500;3954.162;2016.851;11.000;3506.225;0.000;0.000;0.180;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;6215.508;0.000
20.750;2358.955;3376.032;11.000;2435.383;0.000;0.000;0.180;0.016;False;0.164;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7033.930;0.000
21.000;9994.437;0.000;15.000;7749.260;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;2843.238;0.000
21.250;4633.656;1951.084;15.000;4197.429;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;5668.064;0.000
21.500;2323.712;3025.276;15.000;2667.391;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;6817.430;0.000
21.750;4449.548;964.581;15.000;4077.462;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;5685.216;0.000
22.000;5100.187;1227.648;15.000;4506.457;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;5351.768;0.000
22.250;3696.805;0.000;15.000;3574.639;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;6110.324;0.000
22.500;3452.407;0.000;15.000;3438.893;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;6232.593;0.000
22.750;6569.017;4625.603;15.000;5488.755;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;4639.097;0.000
23.000;2107.645;0.000;15.000;2483.416;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7050.456;0.000
23.250;1912.480;4802.737;15.000;2354.430;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7132.189;0.000
23.500;1897.593;0.000;15.000;2341.161;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7161.179;0.000
23.750;757.957;0.000;15.000;1550.252;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7806.084;0.000
24.000;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8040.639;0.000
24.250;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8049.692;0.000
24.500;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8060.774;0.000
24.750;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8070.312;0.000
25.000;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8078.371;0.000
25.250;519.430;0.000;15.000;1392.824;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8003.129;0.000
25.500;519.430;0.000;15.000;1392.824;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8020.111;0.000
25.750;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8127.589;0.000
26.000;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8140.839;0.000
26.250;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8149.127;0.000
26.500;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8156.364;0.000
26.750;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8162.592;0.000
27.000;611.223;0.000;15.000;1453.407;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8026.925;0.000
27.250;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8167.048;0.000
27.500;396.925;0.000;15.000;1311.971;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8133.438;0.000
27.750;521.984;0.000;15.000;1394.510;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8065.086;0.000
28.000;341.206;0.000;15.000;1275.196;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;8155.130;0.000
