timestep;elec;dhw;occ;gains;EV_carprofile;EV_carcharging_ondemand;ice_carprofile;ICE_fuel_car_0;Car_availability_car_0;ICE_fuel_car_1;Car_availability_car_1;ICE_fuel_car_2;Car_availability_car_2;ICE_fuel_car_3;Car_availability_car_3;ICE_fuel_car_4;Car_availability_car_4;ICE_fuel_car_5;Car_availability_car_5;ICE_fuel_car_6;Car_availability_car_6;ICE_fuel_car_7;Car_availability_car_7;ICE_fuel_car_8;Car_availability_car_8;ICE_fuel_car_9;Car_availability_car_9;ICE_fuel_car_10;Car_availability_car_10;heating;cooling
7.750;955.527;7848.179;18.000;1926.988;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9967.324;0.000
8.000;982.750;8286.625;6.000;1108.312;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;10587.977;0.000
8.250;1877.037;6620.531;5.000;1632.748;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;10102.702;0.000
8.500;1321.993;13569.897;5.000;1231.197;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;10400.469;0.000
8.750;1074.942;8571.615;7.000;1210.494;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;10376.244;0.000
9.000;2057.311;2477.219;6.000;1794.548;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;9862.388;0.000
9.250;2718.983;1951.084;6.000;2237.359;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;9208.118;0.000
9.500;2007.702;0.000;5.000;1713.418;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;9331.811;0.000
9.750;1543.745;5655.950;5.000;1391.953;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;9259.261;0.000
10.000;1702.472;1775.705;4.000;1431.960;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;8963.197;0.000
10.250;668.971;2279.918;2.000;589.564;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;9634.206;0.000
10.500;2529.304;2236.073;2.000;1815.546;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;8069.230;0.000
10.750;2438.887;6225.930;1.000;1684.414;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;7781.861;0.000
11.000;2586.739;0.000;1.000;1777.248;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;7316.862;0.000
11.250;2612.754;0.000;1.000;1794.418;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;7132.960;0.000
11.500;2834.586;2257.996;1.000;1940.827;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;6831.652;0.000
11.750;519.387;0.000;1.000;412.795;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;7908.478;0.000
12.000;403.073;3617.178;2.000;406.028;0.000;0.000;0.706;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.034;False;0.000;True;0.057;False;7716.058;0.000
12.250;308.886;2477.219;3.000;413.865;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;7026.210;0.000
12.500;308.886;0.000;3.000;413.865;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;7237.797;0.000
12.750;308.886;0.000;3.000;413.865;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;7353.785;0.000
13.000;539.937;0.000;3.000;566.358;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;7101.174;0.000
13.250;675.300;0.000;5.000;795.698;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;6890.208;0.000
13.500;621.757;1381.104;6.000;830.359;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;6987.103;0.000
13.750;4136.977;1907.239;6.000;3150.405;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;5119.619;0.000
14.000;3868.462;0.000;6.000;2973.185;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;5363.286;0.000
14.250;644.001;5853.251;5.000;775.041;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;6540.620;0.000
14.500;769.330;1271.493;5.000;877.135;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;6687.972;0.000
14.750;761.990;1885.317;6.000;954.448;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;7064.336;0.000
15.000;1764.735;12627.238;5.000;1561.234;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;6851.191;0.000
15.250;2322.533;9689.652;6.000;1989.857;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;6637.368;0.000
15.500;4232.566;5831.329;8.000;3403.563;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;5611.359;0.000
15.750;2391.602;5940.940;10.000;2347.817;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;6631.965;0.000
16.000;2679.020;5853.251;10.000;2540.808;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;6598.764;0.000
16.250;4077.546;2192.229;11.000;3531.347;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;5845.224;0.000
16.500;4724.562;0.000;11.000;3966.628;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;5599.795;0.000
16.750;2147.381;4515.991;11.000;2261.024;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;7118.863;0.000
17.000;4159.969;0.000;11.000;3579.284;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;6103.813;0.000
17.250;3407.806;0.000;11.000;3099.464;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;6513.188;0.000
17.500;7205.153;3025.276;12.000;5673.891;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;4383.767;0.000
17.750;1615.145;1512.638;15.000;2216.157;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;7254.364;0.000
18.000;4593.327;0.000;15.000;4214.215;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;5563.306;0.000
18.250;7083.291;0.000;16.000;5936.831;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;4146.457;0.000
18.500;2590.019;986.503;16.000;2956.985;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;6589.203;0.000
18.750;5102.525;0.000;17.000;4675.403;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;5111.182;0.000
19.000;2775.010;0.000;16.000;3097.879;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;6408.973;0.000
19.250;5216.399;0.000;15.000;4635.092;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;5116.189;0.000
19.500;5159.959;0.000;15.000;4589.940;0.000;0.000;0.672;0.222;False;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;5164.148;0.000
19.750;4008.767;0.000;12.000;3612.109;0.000;0.000;0.449;0.000;True;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;5957.856;0.000
20.000;2959.796;1205.726;12.000;2895.516;0.000;0.000;0.449;0.000;True;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;6530.064;0.000
20.250;5074.604;1118.037;12.000;4309.367;0.000;0.000;0.449;0.000;True;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;5370.511;0.000
20.500;4950.863;1994.928;12.000;4226.664;0.000;0.000;0.449;0.000;True;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;5466.778;0.000
20.750;4588.978;3617.178;11.000;3915.394;0.000;0.000;0.449;0.000;True;0.156;False;0.183;False;0.046;False;0.008;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.057;False;5729.927;0.000
21.000;3618.009;10018.486;18.000;3761.652;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;5862.734;0.000
21.250;4944.317;0.000;18.000;4642.893;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;5117.764;0.000
21.500;2251.452;1709.939;18.000;2830.234;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;6602.655;0.000
21.750;5440.013;6028.629;18.000;4913.127;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;4849.636;0.000
22.000;3249.613;4910.593;18.000;3449.734;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;6063.445;0.000
22.250;3655.259;0.000;18.000;3701.872;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;5863.872;0.000
22.500;2023.084;5853.251;18.000;2638.884;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;6773.017;0.000
22.750;797.722;5699.795;18.000;1807.788;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7479.367;0.000
23.000;599.210;0.000;18.000;1670.690;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7623.607;0.000
23.250;651.318;0.000;18.000;1699.400;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7613.862;0.000
23.500;557.131;0.000;18.000;1637.237;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7680.977;0.000
23.750;653.868;0.000;18.000;1699.918;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7643.930;0.000
24.000;321.378;0.000;18.000;1473.858;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7845.960;0.000
24.250;324.038;0.000;18.000;1475.986;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7835.225;0.000
24.500;1976.422;0.000;18.000;2566.187;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;6930.599;0.000
24.750;2001.404;0.000;18.000;2586.173;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;6916.029;0.000
25.000;379.365;1207.489;18.000;1512.129;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7786.484;0.000
25.250;366.873;0.000;18.000;1502.136;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7785.447;0.000
25.500;442.035;0.000;18.000;1551.743;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7751.214;0.000
25.750;414.825;1251.398;18.000;1533.785;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7772.826;0.000
26.000;470.181;0.000;18.000;1570.320;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7748.269;0.000
26.250;643.354;0.000;18.000;1684.614;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7652.617;0.000
26.500;765.534;0.000;18.000;1765.252;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7584.651;0.000
26.750;308.886;0.000;18.000;1463.865;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7830.094;0.000
27.000;432.000;0.000;18.000;1545.120;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7756.252;0.000
27.250;308.886;1975.892;18.000;1463.865;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7813.979;0.000
27.500;308.886;1668.531;18.000;1463.865;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7802.435;0.000
27.750;356.838;0.000;18.000;1495.513;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7765.609;0.000
28.000;356.838;0.000;18.000;1495.513;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7754.692;0.000
28.250;376.669;0.000;18.000;1518.091;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7717.063;0.000
28.500;495.889;0.000;18.000;1595.195;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7634.215;0.000
28.750;340.724;0.000;18.000;1489.335;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7701.990;0.000
29.000;396.138;0.000;18.000;1521.451;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7653.632;0.000
29.250;308.886;0.000;18.000;1463.865;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7702.294;0.000
29.500;356.838;0.000;18.000;1495.513;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7676.242;0.000
29.750;722.678;0.000;18.000;1736.967;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7478.161;0.000
30.000;414.858;0.000;18.000;1538.120;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7644.171;0.000
30.250;356.106;0.000;18.000;1501.641;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7670.971;0.000
30.500;525.870;11460.171;18.000;1614.917;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;7576.894;0.000
