timestep;elec;dhw;occ;gains;EV_carprofile;EV_carcharging_ondemand;ice_carprofile;ICE_fuel_car_0;Car_availability_car_0;ICE_fuel_car_1;Car_availability_car_1;ICE_fuel_car_2;Car_availability_car_2;ICE_fuel_car_3;Car_availability_car_3;ICE_fuel_car_4;Car_availability_car_4;ICE_fuel_car_5;Car_availability_car_5;ICE_fuel_car_6;Car_availability_car_6;ICE_fuel_car_7;Car_availability_car_7;ICE_fuel_car_8;Car_availability_car_8;ICE_fuel_car_9;Car_availability_car_9;ICE_fuel_car_10;Car_availability_car_10;ICE_fuel_car_11;Car_availability_car_11;ICE_fuel_car_12;Car_availability_car_12;ICE_fuel_car_13;Car_availability_car_13;ICE_fuel_car_14;Car_availability_car_14;heating;cooling
4932.250;1958.359;0.000;4.000;1576.804;0.000;0.000;0.777;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.000;True;0.015;False;0.000;True;0.174;False;0.059;False;0.015;False;0.244;False;0.000;0.000
4932.500;1919.806;0.000;4.000;1549.528;0.000;0.000;0.777;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.000;True;0.015;False;0.000;True;0.174;False;0.059;False;0.015;False;0.244;False;0.000;0.000
4932.750;973.812;2149.621;3.000;852.716;0.000;0.000;0.777;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.000;True;0.015;False;0.000;True;0.174;False;0.059;False;0.015;False;0.244;False;0.000;0.000
4933.000;661.767;0.000;2.000;576.766;0.000;0.000;0.794;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.015;False;0.244;False;0.000;0.000
4933.250;548.271;2163.671;3.000;571.859;0.000;0.000;0.794;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.015;False;0.244;False;0.000;0.000
4933.500;463.743;0.000;3.000;516.071;0.000;0.000;0.794;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.015;False;0.244;False;0.000;0.000
4933.750;463.743;1067.786;3.000;516.071;0.000;0.000;0.794;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.015;False;0.244;False;0.000;0.000
4934.000;580.974;0.000;3.000;593.443;0.000;0.000;0.794;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.015;False;0.244;False;0.000;0.000
4934.250;661.221;0.000;2.000;576.406;0.000;0.000;0.794;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.015;False;0.244;False;0.000;0.000
4934.500;616.678;1390.931;4.000;687.007;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4934.750;430.284;0.000;4.000;563.987;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4935.000;459.517;2725.664;4.000;587.374;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4935.250;2320.647;941.337;4.000;1815.720;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4935.500;2211.692;1952.924;4.000;1743.809;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4935.750;555.870;913.238;5.000;717.938;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4936.000;549.614;2219.870;5.000;713.809;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4936.250;684.307;3933.948;6.000;872.706;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4936.500;1046.172;5943.071;9.000;1321.537;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4936.750;4500.165;2009.123;11.000;3749.582;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4937.000;1952.551;0.000;12.000;2130.968;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4937.250;784.132;0.000;13.000;1429.969;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4937.500;725.959;0.000;15.000;1534.651;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4937.750;2542.427;0.000;13.000;2596.178;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4938.000;4129.206;0.000;14.000;3717.480;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4938.250;1024.389;0.000;15.000;1733.211;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4938.500;2026.218;0.000;16.000;2464.293;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4938.750;1702.522;0.000;14.000;2110.592;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4939.000;2328.709;0.000;14.000;2522.412;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4939.250;4447.021;871.088;15.000;3993.032;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4939.500;2538.402;0.000;15.000;2733.343;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4939.750;2942.319;0.000;15.000;2997.088;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4940.000;1501.122;702.491;14.000;2002.100;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4940.250;5580.549;2655.415;12.000;4574.807;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4940.500;3964.139;0.000;13.000;3572.124;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4940.750;1045.993;1756.227;11.000;1521.573;0.000;0.000;0.779;0.000;True;0.007;False;0.113;False;0.000;True;0.043;False;0.000;True;0.030;False;0.076;False;0.018;False;0.015;False;0.000;True;0.174;False;0.059;False;0.000;True;0.244;False;0.000;0.000
4941.000;1115.364;969.437;19.000;2135.559;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4941.250;1204.145;3231.457;19.000;2206.583;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4941.500;2663.790;1123.985;19.000;3150.619;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4941.750;4639.630;0.000;19.000;4476.532;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4942.000;2462.947;0.000;19.000;3023.156;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4942.250;3573.539;0.000;19.000;3754.177;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4942.500;639.796;2149.621;19.000;1786.983;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4942.750;2344.785;0.000;19.000;2920.310;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4943.000;531.104;0.000;19.000;1680.529;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4943.250;366.703;0.000;19.000;1581.601;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4943.500;555.858;0.000;19.000;1708.837;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4943.750;1964.863;1264.117;19.000;2644.766;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4944.000;298.298;0.000;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4944.250;415.044;0.000;19.000;1608.717;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4944.500;445.487;0.000;19.000;1626.416;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4944.750;341.051;0.000;19.000;1561.079;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4945.000;434.758;0.000;19.000;1616.941;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4945.250;434.758;1039.285;19.000;1616.941;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4945.500;298.298;0.000;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4945.750;343.641;0.000;19.000;1563.151;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4946.000;298.298;912.885;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4946.250;366.550;0.000;19.000;1571.923;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4946.500;366.550;0.000;19.000;1571.923;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4946.750;298.298;0.000;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4947.000;434.758;0.000;19.000;1616.941;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4947.250;532.316;1278.040;19.000;1681.328;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4947.500;658.374;0.000;19.000;1764.527;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4947.750;620.328;1278.040;19.000;1739.417;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4948.000;298.298;0.000;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4948.250;298.298;0.000;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4948.500;434.758;0.000;19.000;1616.941;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4948.750;503.011;0.000;19.000;1661.987;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4949.000;600.568;0.000;19.000;1726.375;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4949.250;532.316;0.000;19.000;1681.328;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4949.500;463.665;0.000;19.000;1636.019;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4949.750;853.904;0.000;19.000;1893.576;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4950.000;456.670;0.000;19.000;1631.402;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4950.250;298.298;0.000;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4950.500;577.966;0.000;19.000;1711.458;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4950.750;634.094;1221.862;19.000;1748.502;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4951.000;564.846;7092.418;19.000;1702.799;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4951.250;428.386;4213.318;19.000;1612.735;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4951.500;317.295;1221.862;19.000;1542.074;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4951.750;317.295;4845.315;19.000;1542.074;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;0.000
4952.000;536.596;6909.841;5.000;706.813;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4952.250;2002.391;5547.535;10.000;2021.578;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4952.500;504.473;7232.862;14.000;1312.952;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4952.750;1769.764;10645.649;13.000;2079.918;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4953.000;1769.764;997.152;12.000;2009.918;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4953.250;513.096;0.000;13.000;1248.643;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4953.500;829.227;983.107;13.000;1459.949;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4953.750;640.275;0.000;10.000;1128.904;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4954.000;700.710;0.000;10.000;1172.273;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4954.250;421.322;828.619;9.000;913.785;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4954.500;2333.030;730.308;9.000;2175.512;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4954.750;804.534;0.000;9.000;1180.312;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4955.000;2653.898;1348.262;9.000;2399.562;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4955.250;2620.610;0.000;9.000;2374.933;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4955.500;2446.998;0.000;9.000;2260.349;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4955.750;2587.576;0.000;10.000;2423.130;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4956.000;2316.862;2092.614;10.000;2246.055;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4956.250;1111.741;2008.348;10.000;1452.507;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4956.500;1992.459;1081.418;10.000;2031.949;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4956.750;3739.391;0.000;9.000;3114.924;0.000;0.000;0.597;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.051;False;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4957.000;1176.170;0.000;10.000;1495.166;0.000;0.000;0.546;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.000;True;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4957.250;1085.985;1544.883;10.000;1435.644;0.000;0.000;0.546;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.000;True;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
4957.500;8762.073;0.000;9.000;6432.681;0.000;0.000;0.546;0.099;False;0.000;True;0.000;True;0.171;False;0.000;True;0.000;True;0.083;False;0.084;False;0.000;True;0.092;False;0.000;True;0.000;True;0.012;False;0.004;False;0.000;True;0.000;0.000
