timestep;elec;dhw;occ;gains;EV_carprofile;EV_carcharging_ondemand;ice_carprofile;ICE_fuel_car_0;Car_availability_car_0;ICE_fuel_car_1;Car_availability_car_1;ICE_fuel_car_2;Car_availability_car_2;ICE_fuel_car_3;Car_availability_car_3;ICE_fuel_car_4;Car_availability_car_4;ICE_fuel_car_5;Car_availability_car_5;ICE_fuel_car_6;Car_availability_car_6;ICE_fuel_car_7;Car_availability_car_7;ICE_fuel_car_8;Car_availability_car_8;ICE_fuel_car_9;Car_availability_car_9;ICE_fuel_car_10;Car_availability_car_10;ICE_fuel_car_11;Car_availability_car_11;ICE_fuel_car_12;Car_availability_car_12;ICE_fuel_car_13;Car_availability_car_13;ICE_fuel_car_14;Car_availability_car_14;heating;cooling
0.000;298.298;0.000;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;15180.639;0.000
0.250;398.568;0.000;19.000;1593.055;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;13673.975;0.000
0.500;298.298;2389.529;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;13481.590;0.000
0.750;396.095;0.000;19.000;1593.878;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;13194.542;0.000
1.000;378.555;0.000;19.000;1579.846;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;12981.508;0.000
1.250;395.729;0.000;19.000;1591.181;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;12774.023;0.000
1.500;520.280;1753.783;19.000;1673.385;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;12520.483;0.000
1.750;591.827;0.000;19.000;1720.606;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;12302.902;0.000
2.000;375.582;0.000;19.000;1577.884;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;12241.190;0.000
2.250;356.882;0.000;19.000;1565.542;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;12112.753;0.000
2.500;298.298;0.000;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;12014.905;0.000
2.750;468.657;0.000;19.000;1639.313;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11806.559;0.000
3.000;710.584;0.000;19.000;1798.985;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11568.957;0.000
3.250;467.276;0.000;19.000;1638.402;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11656.280;0.000
3.500;375.582;0.000;19.000;1577.884;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11672.935;0.000
3.750;600.403;1819.550;19.000;1726.266;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11536.971;0.000
4.000;422.849;0.000;19.000;1609.080;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11618.357;0.000
4.250;298.298;0.000;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11684.275;0.000
4.500;298.298;1381.104;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11695.007;0.000
4.750;545.941;0.000;19.000;1690.321;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11586.091;0.000
5.000;544.560;0.000;19.000;1689.409;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11612.961;0.000
5.250;298.298;0.000;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11776.784;0.000
5.500;440.728;3244.499;19.000;1623.383;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11744.167;0.000
5.750;441.818;0.000;19.000;1624.256;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11794.562;0.000
6.000;347.798;0.000;19.000;1561.684;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11899.281;0.000
6.250;1299.487;0.000;19.000;2191.019;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11444.749;0.000
6.500;1199.089;0.000;19.000;2135.862;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11531.571;0.000
6.750;3087.778;0.000;19.000;3389.674;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10589.860;0.000
7.000;2456.263;5897.096;19.000;2997.536;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10942.669;0.000
7.250;3512.753;12473.782;19.000;3728.904;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10381.741;0.000
7.500;2055.520;11859.958;19.000;2728.312;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11185.186;0.000
7.750;2115.429;5107.893;19.000;2777.900;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11159.534;0.000
8.000;3351.763;7453.578;7.000;2745.018;0.000;0.000;0.356;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.000;True;0.000;True;11212.672;0.000
8.250;5580.159;1688.016;4.000;4000.801;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;10257.327;0.000
8.500;4546.592;6598.609;5.000;3393.266;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;10764.895;0.000
8.750;3842.884;7212.433;5.000;2926.382;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;11149.383;0.000
9.000;3658.439;0.000;6.000;2879.091;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;11214.392;0.000
9.250;1261.058;0.000;5.000;1233.425;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;12228.758;0.000
9.500;1194.989;2126.462;5.000;1176.045;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;11976.888;0.000
9.750;3051.986;0.000;5.000;2402.891;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;10711.054;0.000
10.000;3282.343;0.000;5.000;2564.790;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;10358.361;0.000
10.250;3067.487;0.000;5.000;2423.278;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;10534.565;0.000
10.500;3798.966;0.000;3.000;2754.837;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;9702.361;0.000
10.750;1985.820;0.000;3.000;1545.680;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;10232.201;0.000
11.000;2099.035;0.000;3.000;1620.402;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;9776.838;0.000
11.250;2206.588;0.000;4.000;1757.919;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;9547.923;0.000
11.500;2671.277;1446.871;5.000;2130.810;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;9119.641;0.000
11.750;3275.456;0.000;6.000;2595.476;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;8611.153;0.000
12.000;2594.775;7146.666;6.000;2139.350;0.000;0.000;0.357;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.010;False;0.002;False;0.000;True;8814.834;0.000
12.250;2950.580;3989.857;7.000;2444.181;0.000;0.000;0.347;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.000;True;7799.477;0.000
12.500;2668.419;2148.384;7.000;2257.587;0.000;0.000;0.347;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.000;True;8244.210;0.000
12.750;2859.451;2038.773;8.000;2453.301;0.000;0.000;0.347;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.000;True;8276.572;0.000
13.000;824.758;1994.928;7.000;1040.404;0.000;0.000;0.347;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.000;True;9279.185;0.000
13.250;2805.398;3419.877;7.000;2347.626;0.000;0.000;0.347;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.000;True;8261.701;0.000
13.500;1826.472;0.000;7.000;1699.704;0.000;0.000;0.347;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.000;True;8971.064;0.000
13.750;1700.619;2608.752;6.000;1542.409;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;9187.918;0.000
14.000;3244.107;0.000;6.000;2561.110;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;8533.203;0.000
14.250;3520.719;0.000;7.000;2813.675;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;7638.567;0.000
14.500;4628.715;3178.732;7.000;3544.952;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;7407.908;0.000
14.750;1305.826;7848.179;7.000;1394.322;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;9646.883;0.000
15.000;4302.627;6379.386;6.000;3317.816;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;8506.133;0.000
15.250;4031.536;7080.899;7.000;3196.797;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;8794.426;0.000
15.500;3590.390;1666.094;8.000;2994.569;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;9130.296;0.000
15.750;3499.705;1797.628;8.000;2937.201;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;9362.997;0.000
16.000;4201.716;1534.560;8.000;3385.945;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;9208.321;0.000
16.250;2751.276;3485.644;8.000;2434.570;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;10045.626;0.000
16.500;2875.533;4252.924;10.000;2648.536;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;10019.043;0.000
16.750;4803.907;3354.110;11.000;4002.234;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;9125.494;0.000
17.000;4922.408;1315.337;9.000;3942.043;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;9311.296;0.000
17.250;2819.154;0.000;8.000;2489.712;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;10464.603;0.000
17.500;4358.414;0.000;9.000;3575.796;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;9631.433;0.000
17.750;1280.317;2192.229;10.000;1614.544;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;11202.531;0.000
18.000;1529.918;0.000;10.000;1796.493;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;11080.718;0.000
18.250;4551.841;1293.415;10.000;3802.120;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;9536.371;0.000
18.500;1421.851;0.000;11.000;1794.701;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;11132.472;0.000
18.750;3265.740;2060.695;8.000;2803.246;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;10340.491;0.000
19.000;2956.292;0.000;7.000;2512.156;0.000;0.000;0.595;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.248;False;10589.628;0.000
19.250;2783.963;0.000;8.000;2463.901;0.000;0.000;0.347;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.000;True;10646.657;0.000
19.500;3116.835;0.000;8.000;2663.040;0.000;0.000;0.347;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.002;False;0.000;True;10512.832;0.000
19.750;3533.995;0.000;10.000;3110.204;0.000;0.000;0.345;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.000;True;0.000;True;10184.932;0.000
20.000;4057.059;2937.587;11.000;3531.013;0.000;0.000;0.345;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.000;True;0.000;True;9875.185;0.000
20.250;3520.405;7979.713;11.000;3201.742;0.000;0.000;0.345;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.000;True;0.000;True;10158.902;0.000
20.500;1512.735;1403.026;11.000;1860.431;0.000;0.000;0.345;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.000;True;0.000;True;11230.305;0.000
20.750;4739.668;5020.204;12.000;4074.655;0.000;0.000;0.345;0.018;False;0.000;True;0.000;True;0.000;True;0.027;False;0.000;True;0.006;False;0.196;False;0.000;True;0.094;False;0.004;False;0.000;True;0.000;True;0.000;True;0.000;True;9520.434;0.000
21.000;2429.676;1227.648;19.000;3031.412;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10378.943;0.000
21.250;2030.620;3682.945;19.000;2797.418;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10554.298;0.000
21.500;2966.501;0.000;19.000;3402.871;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10083.789;0.000
21.750;1554.075;2345.685;19.000;2449.305;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10836.526;0.000
22.000;3307.385;0.000;19.000;3617.275;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9919.214;0.000
22.250;3952.346;898.814;19.000;4032.685;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9636.792;0.000
22.500;2470.965;4450.225;19.000;3011.633;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10466.795;0.000
22.750;2652.168;4494.069;19.000;3143.721;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10389.335;0.000
23.000;2050.401;0.000;19.000;2705.648;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;10771.533;0.000
23.250;4203.296;2236.891;19.000;4125.961;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;9674.442;0.000
23.500;922.090;1272.423;19.000;1965.153;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11387.654;0.000
23.750;836.749;0.000;19.000;1913.415;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11430.643;0.000
24.000;298.298;0.000;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11760.784;0.000
24.250;311.406;0.000;19.000;1537.363;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11762.219;0.000
24.500;321.094;0.000;19.000;1545.114;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11768.482;0.000
24.750;298.298;0.000;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11793.084;0.000
25.000;298.298;0.000;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11801.480;0.000
25.250;298.298;0.000;19.000;1526.877;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;11819.751;0.000
