nb_units;nb_occ;ev_capacity;heatload;bivalent;heatlimit;car_info
8;[1, 1, 1, 1, 1, 1, 1, 2];[0.0];17473.503;12565.822;3397.626;"[{""car_id"": ""Car_0"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_1"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_2"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_3"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_4"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_5"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_6"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_7"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}]"
