nb_units;nb_occ;ev_capacity;heatload;bivalent;heatlimit;car_info
8;[3, 2, 5, 4, 2, 2, 2, 5];[0.0];13891.805;9990.094;2701.184;"[{""car_id"": ""Car_0"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_1"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_2"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_3"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_4"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_5"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_6"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_7"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_8"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_9"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_10"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}, {""car_id"": ""Car_11"", ""type"": ""ICE"", ""location"": ""Residential"", ""battery_capacity_wh"": 0}]"
