timestep;elec;dhw;occ;gains;EV_carprofile;EV_carcharging_ondemand;ice_carprofile;ICE_fuel_car_0;Car_availability_car_0;ICE_fuel_car_1;Car_availability_car_1;ICE_fuel_car_2;Car_availability_car_2;ICE_fuel_car_3;Car_availability_car_3;ICE_fuel_car_4;Car_availability_car_4;ICE_fuel_car_5;Car_availability_car_5;ICE_fuel_car_6;Car_availability_car_6;ICE_fuel_car_7;Car_availability_car_7;ICE_fuel_car_8;Car_availability_car_8;ICE_fuel_car_9;Car_availability_car_9;ICE_fuel_car_10;Car_availability_car_10;ICE_fuel_car_11;Car_availability_car_11;heating;cooling
5.500;426.415;0.000;15.000;1331.434;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;55484.169;0.000
5.750;301.418;0.000;15.000;1248.936;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;56039.466;0.000
6.000;589.736;0.000;15.000;1464.350;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;56359.020;0.000
6.250;554.031;0.000;15.000;1451.026;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;56794.318;0.000
6.500;692.697;0.000;15.000;1513.605;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;57139.554;0.000
6.750;771.271;0.000;15.000;1577.341;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;57459.156;0.000
7.000;732.914;4384.458;15.000;1566.329;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;57814.100;0.000
7.250;667.087;5743.640;15.000;1527.199;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;58112.415;0.000
7.500;1035.312;4033.701;15.000;1779.116;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;58143.073;0.000
7.750;631.795;7343.967;15.000;1502.378;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;58545.578;0.000
8.000;907.440;16704.784;8.000;1209.921;0.000;0.000;0.099;0.079;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;58923.315;0.000
8.250;1028.761;7365.889;7.000;1226.708;0.000;0.000;0.122;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.000;True;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;59051.532;0.000
8.500;2983.452;7058.977;5.000;2380.481;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;58289.161;0.000
8.750;2568.722;1424.949;5.000;2091.938;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;58630.518;0.000
9.000;2646.060;0.000;5.000;2158.067;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;58672.269;0.000
9.250;1047.356;2981.431;3.000;957.301;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;59310.938;0.000
9.500;3933.018;2411.452;3.000;2859.230;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;57459.360;0.000
9.750;1054.041;0.000;3.000;957.333;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;58478.466;0.000
10.000;943.832;0.000;3.000;859.088;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;58108.094;0.000
10.250;957.053;0.000;3.000;869.664;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;57583.928;0.000
10.500;2470.239;1666.094;4.000;1930.931;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;55345.801;0.000
10.750;917.316;4274.846;3.000;832.135;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;54766.954;0.000
11.000;740.332;0.000;3.000;706.264;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;53315.867;0.000
11.250;1383.614;1885.317;3.000;1130.830;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;51738.466;0.000
11.500;888.506;2652.597;1.000;664.739;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;50853.593;0.000
11.750;842.270;1205.726;2.000;703.543;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;49577.551;0.000
12.000;572.437;0.000;2.000;525.454;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;48479.698;0.000
12.250;632.105;0.000;2.000;562.853;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;46771.624;0.000
12.500;552.116;0.000;2.000;504.397;0.000;0.000;0.272;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.060;False;46315.227;0.000
12.750;1618.558;2586.830;4.000;1348.248;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;45154.708;0.000
13.000;3426.182;3595.255;4.000;2541.280;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;43481.411;0.000
13.250;2285.853;1227.648;4.000;1790.996;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;43478.146;0.000
13.500;2515.070;1973.006;4.000;1942.279;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;43023.710;0.000
13.750;913.354;0.000;3.000;815.147;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;43523.577;0.000
14.000;470.746;0.000;3.000;523.026;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;43463.619;0.000
14.250;375.493;0.000;3.000;460.158;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42450.900;0.000
14.500;4958.239;0.000;4.000;3568.789;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;40085.065;0.000
14.750;695.302;0.000;3.000;677.896;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42637.779;0.000
15.000;809.404;3814.478;3.000;753.839;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42713.423;0.000
15.250;949.481;5283.272;3.000;852.530;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42669.216;0.000
15.500;2591.289;1359.182;4.000;1998.234;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;41863.088;0.000
15.750;2823.001;1424.949;6.000;2316.055;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;41743.602;0.000
16.000;3816.628;1775.705;7.000;3043.070;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;41334.117;0.000
16.250;3313.308;2411.452;7.000;2725.751;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;41665.537;0.000
16.500;1692.420;4011.779;7.000;1662.139;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42656.600;0.000
16.750;1163.720;0.000;8.000;1388.438;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;43087.445;0.000
17.000;1223.850;0.000;9.000;1510.706;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;43225.859;0.000
17.250;2985.061;1644.172;11.000;2822.517;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42329.230;0.000
17.500;2855.177;0.000;12.000;2830.724;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42436.048;0.000
17.750;4241.359;0.000;12.000;3752.973;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;41814.152;0.000
18.000;11031.045;0.000;13.000;8288.833;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;38392.325;0.000
18.250;3835.982;0.000;14.000;3611.536;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42044.107;0.000
18.500;3280.850;0.000;15.000;3316.759;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42225.696;0.000
18.750;2603.330;1797.628;13.000;2754.570;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42655.751;0.000
19.000;2269.875;1315.337;13.000;2512.026;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42824.534;0.000
19.250;2254.261;0.000;12.000;2428.269;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42890.816;0.000
19.500;3918.765;0.000;12.000;3506.716;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42059.140;0.000
19.750;2259.986;0.000;12.000;2413.680;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42907.977;0.000
20.000;2282.846;3288.343;11.000;2357.730;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42939.282;0.000
20.250;2972.234;4800.981;11.000;2808.156;0.000;0.000;0.213;0.079;False;0.000;True;0.000;True;0.000;True;0.023;False;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42617.277;0.000
20.500;3950.249;2871.820;12.000;3532.249;0.000;0.000;0.190;0.079;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42092.806;0.000
20.750;2550.832;0.000;12.000;2608.776;0.000;0.000;0.190;0.079;False;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.090;False;0.000;True;0.009;False;0.000;True;0.011;False;0.000;True;42845.545;0.000
21.000;4389.892;2126.462;15.000;4045.849;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;41769.063;0.000
21.250;2591.448;986.503;15.000;2872.828;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;42676.732;0.000
21.500;5606.004;6686.298;15.000;4851.168;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;41110.790;0.000
21.750;4563.554;0.000;15.000;4179.387;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;41597.111;0.000
22.000;1513.647;4077.546;15.000;2161.747;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;43087.424;0.000
22.250;4140.317;1271.493;15.000;3879.458;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;41771.737;0.000
22.500;1456.811;1753.783;15.000;2106.843;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;43211.308;0.000
22.750;2772.829;3507.566;15.000;2929.847;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;42644.566;0.000
23.000;2656.084;0.000;15.000;2857.446;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;42815.535;0.000
23.250;1227.123;0.000;15.000;1945.597;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;43586.662;0.000
23.500;646.938;0.000;15.000;1488.739;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;43998.123;0.000
23.750;708.616;0.000;15.000;1528.896;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;44028.636;0.000
24.000;301.418;0.000;15.000;1248.936;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;44305.300;0.000
24.250;309.948;0.000;15.000;1255.760;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;44308.899;0.000
24.500;557.631;0.000;15.000;1421.619;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;44167.698;0.000
24.750;473.133;0.000;15.000;1368.266;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;44173.518;0.000
25.000;443.906;0.000;15.000;1342.978;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;44135.448;0.000
25.250;401.746;1888.074;15.000;1315.152;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;44111.374;0.000
25.500;301.418;0.000;15.000;1248.936;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;44114.213;0.000
25.750;351.842;0.000;15.000;1282.216;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;44037.612;0.000
26.000;685.680;0.000;15.000;1502.549;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;43814.628;0.000
26.250;301.418;0.000;15.000;1248.936;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;43941.318;0.000
26.500;401.746;1317.261;15.000;1315.152;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;43809.408;0.000
26.750;632.369;0.000;15.000;1467.364;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;43606.885;0.000
27.000;443.906;1119.672;15.000;1342.978;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;43611.114;0.000
27.250;685.680;0.000;15.000;1502.549;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;43373.341;0.000
27.500;301.418;1295.307;15.000;1248.936;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;43445.560;0.000
27.750;301.418;0.000;15.000;1248.936;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;43309.297;0.000
28.000;724.433;0.000;15.000;1528.126;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;42951.190;0.000
28.250;632.728;0.000;15.000;1467.600;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;42833.463;0.000
28.500;321.415;0.000;15.000;1264.934;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;42808.807;0.000
28.750;468.529;0.000;15.000;1364.583;0.000;0.000;0.000;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;0.000;True;42539.099;0.000
